season,episode,scene,line_text,speaker,deleted
4,8,8,It is.,Michael,False
7,22,25,"I'm going in, into the belly of the beast.  Gonna infiltrate and change from within.  [joins the group in Deangelo's office]  What's up, mancave! [makes barking noises]",Andy,False
8,6,40,"Nah, I think it's mine. Lemme just check real quick, here. Alright.",Jim,False
6,4,57,If your hat hits me in the face one more time--,Stanley,False
7,14,6,And his wallet and phone are on the seat next to me.,Jim,False
9,20,24,Nice.,Erin,False
6,16,68,"Oh, my God.  That's amazing.  Let me just fax this, and I'll check my planner.",Erin,False
6,16,52,I would like you to meet your new boyfriend.,Michael,False
6,9,36,I haven't seen it.,Erin,False
7,24,41,"[takes the pictures] Okay I already see one, gimme. Okay.",Creed,False
6,3,12,"Listen, Jim, no offense, but when push comes to shove, what I want is more important that what you want.",Michael,False
1,1,3,Any messages?,Michael,False
5,1,66,All right.,Ryan,False
2,19,8,"Hey, you.",Michael,False
6,8,30,"Helene I think you're a wonderful person and I-- God-- I've enjoyed dating you and being your boyfriend so much.  But I have to consider Pam's feelings as a friend and a co-worker I can not in good conscience continue to date you, when I know what this is doing to her.",Michael,False
2,19,10,"Man, I'm so sorry. When do you find out?",Jim,False
7,22,18,"No.  Never.  Can someone please throw me a fifth ball?  If you dare!  [Kevin pretends to throw ball]  Incoming!  And we're on!  Remember, nothing's impossible!  Phyllis, where's Phyllis?",Deangelo,False
2,10,22,An oven mitt? Okay. [walks out],Michael,False
2,17,46,[whispering to Angela] Stop it. [to the office] Two sailors walk into a bar...,Dwight,False
6,21,14,I didn't say 'a'ight.',Darryl,False
2,15,39,"Um... but hey? Something kind of cool. There's this internship in graphic design that Jan was telling us about. She made it sound, like, really great.",Pam,False
3,10,17,"Oh, look at this, she saved you two thousand dollars 'cause they failed to report a mold problem. [Continues to sift through papers] But wouldn't that affect the final... How did she? Oh, oh, I see what she did. That is good. Wow. Carol is one smart cookie.",Dwight,False
7,24,32,Andy? You all set?,Jim,False
6,3,16,You just came up with that.,Jim,False
1,1,29,"Assistant to the Regional Manager. So, uh, Dwight tell him about the kung fu and the car and everything.",Michael,False
7,7,7,"[looking at Cece, under his breath] Ah, man. [looks at Erin talking to Gabe]",Andy,False
4,6,22,What are you doing?,Oscar,False
2,22,21,We really don't do a lot of weddings. We actually don't play in public very often. We are all really hoping that Pam's wedding works out. This could be a turning point for the band.,Kevin,False
1,3,24,"OK, so I don't know what the surprise is. Am I worried? No. No way. See, I thrive on this. This is my world. This is improv. This is Whose Line is it Anyway?",Michael,False
6,19,41,"No, you shut up.",Michael,False
2,21,12,No.,Oscar,False
9,12,10,What?,Oscar,False
6,9,40,"Jim, what if we both lose our jobs?  I'm trying to think of a way that this all ends up fine, and I can't think of one.",Pam,False
5,24,18,"That was  us, right there.",Michael,False
7,1,21,"Yeah, but it's like you're saying we should bother Luke.",Phyllis,False
8,7,29,Mm-hmm.,Kevin,False
5,19,36,"Um, let's see... it's fine.",Phyllis,False
5,3,19,You OK?  You seem kind of...,Holly,False
1,2,7,Yes.,Michael,False
8,4,8,"Yeah, Oscar, you showed me this.",Kevin,False
7,5,3,No! No!,Jim,False
7,8,34,"No no no, don't. I will go talk to Angela.",Pam,False
2,22,31,Your nurse became your girlfriend? Sweet.,Michael,False
3,10,85,There's no fizz in this punch. Phyllis!,Angela,False
7,21,49,"Yes, what is this about?",Stanley,False
3,2,8,"Sleep with who? Whom, whom... whom?",Michael,False
3,20,32,And you should.,Jim,False
7,7,25,You don't know them all?,Angela,False
5,16,33,"Yep, that, yeah.",Pam,False
6,16,14,Can we do sleight of hand tricks?,Andy,False
7,15,12,Uh-huh.,Angela,False
3,10,13,But we invited guests.,Phyllis,False
5,4,14,Not if we turn these dials [getting louder] all the way down. [whispering] Now they can't hear us at all.,Michael,False
2,17,6,"Well, it's not really a big speech. You still coming right?",Dwight,False
9,7,35,[whispering] Please. It's Robert who's enjoying it.,Oscar,False
8,20,20,I like hanging out with you. You're a cool guy. Which proves my point. That I'm gay.,Andy,False
9,16,24,Dwight!,Angela,False
8,15,10,Are you sure it's stress? Because I did poison you.,Jim,False
5,24,15,"We're in crisis mode here, do you understand?  The two unqualified so-called salespeople are being favored because they all failed together.  And frankly, I'm not convinced that Michael and Pam didn't have a thing going while they were gone.",Dwight,False
9,14,31,OK. What does he like? What's important to him? Does he have like a favorite pair of boots or a lunch box or...,Pam,False
8,1,29,I love you so much. [starting to cry],Pam,False
1,3,29,He is not here right now. He put me in charge of the office.,Dwight,False
6,8,34,Surprise! [laughs]  It's from everybody.  $15 value.,Andy,False
5,12,24,"Somewhere safe, where it can't hurt anyone [starts running, Dwight follows]",Michael,False
1,2,3,"Well, it should be.",Dwight,False
9,22,68,[in bullhorn] Pull over!,Dwight,False
5,13,14,He needs to rest.,Phyllis,False
9,21,38,"Dwight, Dwight, Dwight. Come on'what I was about to say was Dwight'[phone buzzes] Oh, I'm sorry, I gotta'This'll be a second, sorry.",David Wallace,False
8,24,16,"No, we decided it was crazy not to worry about it.",Jim,False
2,8,43,[clapping] Come on. Let's get back to this.,Dwight,True
6,3,8,Yes.,Jim,False
2,3,22,What kind of mortgage did you get?,Dwight,False
7,10,18,Funny Jim. That is funny.,Oscar,False
3,3,37,JIM!,Josh,False
9,3,38,I'm going for a walk.,Darryl,False
5,3,1,[looking pregnant] Hey Michael?,Dwight,False
9,19,45,Driving.,Clark,False
7,3,29,"Oh, my God.",Jim,False
7,11,15,"Uh, Holly Flax, she comes from the Nashua branch.",Toby,False
7,21,5,[weak] Hi Tuna.,Andy,False
6,5,27,He's trying to intimidate you to close sales. He's just a pushy salesman.,Andy,False
8,23,7,"Hey, hey, come on, language.",Jim,False
5,11,32,"[enters, followed by Dwight, and makes a call] Yes, hi, my last name is Bernard, and I would like to cancel a wedding cake that I had ordered. B-E-R, N-A, R-D. Yeah, the one shaped like a sailboat... Yep, that's the one.",Andy,False
2,9,40,Got it right here. [pulls out Karnak turban],Michael,True
2,10,50,[opens teapot] Oh my god! The yearbook picture!,Pam,False
5,24,28,That's fair.,Dwight,False
6,4,37,Nothing. Except $40 for beer and any hot chicks you know. 'Cause that would help me deliver on some promises I made. Woo!,Andy,False
8,9,7,Andy would you be so kind as to show Susan around the office. Show her the various departments. Find a place where she'll shine.,Robert,False
8,22,4,Oh that's Andy. He's just hanging out,Erin,False
6,5,18,Bring him the gabba-gool!,Dwight,False
6,3,26,[someone knocks] Just pretend we're not here.,Michael,False
5,8,26,Sure.,Pam,False
4,2,9,Great. [Jim and Pam walk away],Jim,False
6,22,8,Run what?,Michael,False
3,10,45,Well that blows.,Kelly,False
7,24,60,No.,Jim,False
3,5,2,Uhhh... nothing.,Michael,False
6,5,17,"Um, yes. [looks at Jim's pay stub] Um, 383 Linden Ave., Scranton PA",Kevin,False
9,15,21,For two hours? Really?,Andy,False
9,23,75,He'll be fine. I let me suck on a strawberry. He's allergic but he'll get over it fast. I had to talk to you.,Ryan,False
8,20,15,"No, no. Of course. Just one quick question. Was this um, Halloween, or...",Jim,False
7,13,6,"Wow. [sees guy at Erin's desk] Stop, stop, stop, stop, stop, stop. Hey, Andy, I'm really, really sorry to do this to you, but I have a meeting today that I totally forgot, so I can't be apart of this seminar.",Jim,False
2,15,33,Word.,Dwight,False
2,4,12,[alarm sounds] People!,Dwight,False
6,9,27,I would be remiss if I did not ask the pretty young lady out on a date for this weekend.,Andy,False
1,1,7,"[Strains, grunts] What?",Michael,False
2,14,64,[on the phone] Humor works in...,Dwight,True
6,8,37,Quick question.,Ryan,False
1,6,12,Oh that so - that was really messy. He slept one night in your car too?,Michael,False
9,23,24,What? Must've been another devilishly handsome debonair individual.,Darryl,False
6,5,29,"That's good, let's wrap it up.",Dwight,False
4,4,49,"Um, I don't know if I really see you two together.",Pam,False
6,21,14,You have to be a minority.,Gabe,False
9,6,22,"All I ever wanted to do was sail the damn thing. But dad wouldn't let me. Said 'You can't be a skipper until you're a man.' You know, I'd reach for the wheel and he'd smack my hand away. Well guess what? Now I'm the man of the family and... we're selling the damn thing. So I'm never gonna have the chance.",Andy,False
3,13,44,It's so good to meet you!,Andy,False
6,12,19,"Come on, come on.",Michael,False
8,13,5,"Yeah, Oscar's the dad, I'm Oscar's dad and Angela's my mom.",Kevin,False
2,15,25,"Oh, oh, oh!  We'll get somebody to clean that up.",Michael,False
8,21,43,This poem would crush you!,Ryan,False
9,23,42,Ooh.,Jim,False
2,6,6,Catch-22.,Ryan,False
9,3,31,"Well, if it makes you feel any better, the dothraki word for 'slave master', 'attafrauk!', is a term of respect. I'm learning how to speak dothraki! Color you impressed?",Erin,False
2,17,21,No. We're not.,Jim,False
6,4,8,"So... you're going to provide them, then?",Kevin,False
8,4,11,There's so much more to it than that.,Dwight,False
5,5,46,[plants kisses all over Michael's face],Holly,False
8,23,28,Just run! Take the stairs!,Dwight,False
4,9,17,"Angela, would you like some of my beet salad?",Dwight,False
2,9,40,"Alright, I'm gonna, uhh, get a cup of coffee.  Do you want some coffee er-",Michael,True
6,22,41,Who is he?,Michael,False
3,20,17,What's that?,Jim,False
9,15,33,I don't think you should go to Philly tonight. I think that you should stay and I think we should fight.,Pam,False
4,12,25,"But what do you do?! You find a way, dammit, to top it! You are professional idiot!",Stanley,False
1,1,18,Dunder Mifflin. This is Pam.,Pam,False
2,4,12,Go in single file lines.,Angela,False
3,19,5,You guys...,Andy,False
9,14,36,"Thanks, Brian.",Pam,False
8,14,27,"Well, [Jim enters] No! No! Absolutely not! You are not going. Over my dead body, no. Andy?",Dwight,False
4,14,57,Song parody writer.,Pam,False
7,18,26,Look I need to talk to you.,Holly,False
3,8,65,Yeah.,Karen,False
9,20,41,"Don't you dare tank this. [Dwight throws plane far, Angela fake throws and drops her plane]",Angela,False
8,14,19,Good. Doesn't sound pushy...you're just stating a fact.,Pam,False
9,6,22,Let's do it.,Andy,False
3,20,14,"Yes, hello.  Creed Bratton, Quality Assurance, Dunder Mifflin Scranton.  I was supposed to meet with one of your floor managers last week for a quality inspection, and he or she wasn't there.  And I'm trying to remember who it was.  Mm-hmm.  Who wasn't there last week?  Debbie Brown.  And which day was that?  Wednesday, the eleventh.  Perfect.",Creed,False
2,14,27,What?,Dwight,False
2,17,15,Saleswoman has a vagina.,Dwight,False
5,15,8,"Any cat, you mean.",Kevin,False
6,3,11,"Oh, good.",Pam,False
2,4,45,"Good to see you, too.",Jim,False
2,8,31,"I don't really wanna picture it.  But thank you, Pam.",Jim,False
5,12,20,"Goodbye prince family, [to Michael] should be called the Sucker family. Here you go shark, let me fix your fin for you and sharpen your teeth while I'm at it. [Dwight laughs evilly, Michael seems remorseful] Bye bye.",Dwight,False
5,20,18,"Well, maybe you should get back to work.",Jim,False
3,5,30,"No, he's a freak.",Kelly,False
2,9,4,I'm not going get a brain-,Michael,False
4,14,51,"Oh, it was a pretty good company, but I just couldn't see a future there. They kept hiring from the outside. It was easy to get in but impossible to rise up.",Holly,False
7,14,22,Who's is it? Who wrote that?,Oscar,False
3,13,36,"[inspecting the hole in the wall] Oh my God, that's half-inch drywall.",Jim,False
8,2,10,"Hello, Andy.  Excellent tie.",Robert,False
6,4,71,"I came here hoping to meet somebody.  You know, as you do at weddings.  End up going to sleep by the vending machine.  It was loud, but it was warm.",Michael,False
3,6,23,I'm a vegetarian. What can I eat?,Angela,False
5,16,18,"Come on, I'm sure there's something you need to get off your chest.",Michael,False
5,22,30,"Ok, I will see you very soon, alright? [takes all the items off Michael's desk and puts them into briefcase, including rolodex]",Dwight,False
7,10,27,Fail. I don't want to fail... again.,Pam,False
6,5,26,"We have let Michael down, and it's 85 percent your fault.",Dwight,False
9,9,35,"For what it's worth, I liked your party better.",Pam,False
9,5,13,[laughing] Gross. I love it.,Pam,False
3,6,26,What?,Ryan,False
6,10,33,"Hey, Phyllis. Are you just getting back from lunch now?",Jim,False
3,9,4,Hmm.,Kevin,False
6,24,33,"Uh, just all the evidence. And it really seems like it was you. Can we all agree to say that it was Andy for now, and sit with it, see how it feels?",Gabe,False
9,12,50,"I don't know, Jim -- maybe you should have been there.",Pam,False
9,4,36,"[Reading] 'She's tough in business, but tender with the people she cares about. She'll make a wonderful mother to any child who can overlook weird accents.'",Nellie,False
3,11,33,"I was definitely right. [both laugh] Oh, brother.",Roy,False
4,7,54,"Yeah! [everybody clapping] Alright, skip around the room. Skip around the room. We want -- OK, alright. Yeah, don't do that. You're gonna break something.",Michael,False
7,20,13,"Don't you think it's better to tell him the truth now? You know, rather than waste more of his time?",Pam,False
8,23,35,Um' I'm in the middle of a piano lesson.,David,False
6,11,17,Jim said that?,Kevin,False
3,15,44,"You are a real life wedding crasher and I must bounce you. I'm sorry, it gives me no pleasure.",Dwight,False
7,18,35,I remember.,Holly,False
5,7,12,[walks into Kelly's cubicle and sets a box down on the desk] Just checking out where I'm going to be pretty soon.  When Pam gets back.  Gonna be close quarters.  Gonna be a lot of tension.,Ryan,False
3,23,46,"Hey, everybody.  The next time you see me, I'll be working for corporate. Starting tomorrow, Dwight Schrute will be running the branch. So without further ado,  [clicks on small tape player] I would like to start saying my goodbyes [Song: Thank You, by Natalie Merchant plays in background] Okay. Goodnight, and good luck.",Michael,False
7,10,10,Why not just go one for the year?,Stanley,False
5,1,53,"Why not, dawg?",Andy,False
6,4,56,You should ask her out.,Dwight,False
7,22,18,"Oh wow, you weren't kidding.",Pam,False
5,1,110,I want you to get your ass out of my face.,Michael,False
3,18,35,I'm not gonna go out and ask for a raise right now.  That is ridiculous.,Michael,False
2,10,51,"Yeah, I think I made the right choice.",Pam,False
7,21,26,"I don't, I don't think we sh-",Pam,False
8,12,14,"You're looking at the master of leaving parties early. They key is, you have to make a strong impression, so you want to have a picture taken, you want to say some peculiar non sequitur that people remember, you want to note something unique, a talking point, for later. I don't mean to brag, but New Year's Eve, I was home by nine.",Jim,False
8,23,2,"Oh, I bet you think it's all about core, huh?",Dwight,False
9,22,49,On an innocent baby.,Dwight,False
2,8,40,I am not going to discuss anything with you other than Dunder Mifflin business.,Jan,True
3,2,41,How are you?,Jim,False
5,21,19,"Michael, we can hear you.",Pam,False
3,11,12,"All right, what's up Mike?",Darryl,False
6,12,41,"Huh. Well, maybe those will help. [puts bag of walnuts on his desk]",Michael,False
4,11,19,Hey!,Michael,False
3,5,10,So I guess I can't get up.,Jim,False
7,9,1,The important thing is... this kept us secure people.,Michael,False
8,21,35,What are you doing?,Angela,False
9,3,24,[whispers] Pam! [she pretends to slam a wrench over the tire service guy's head].,Nellie,False
8,12,30,"Oh, I don't think you're being silly.",Phyllis,False
8,4,54,Yeah! If I request it he will. And that is that.,Angela,False
3,18,25,"Karen, how do you feel that Roy tried to kick your boyfriend's ass over another woman?",Kevin,False
9,7,25,Angela! [whispering] Angela. There.,Oscar,False
5,22,40,Come on.,Dwight,False
2,8,16,"No, they just made out.  That's it.",Oscar,False
2,21,30,"OK, Ryan.  You told Toby that Creed has a distinct old man smell?",Michael,False
6,23,4,Do you want me to go back to the store?,Erin,False
2,21,28,I don't know. I try not to bother him about this kind of stuff.,Pam,False
2,12,18,"Quick question: uh, why is Tom Hanks on the wall?",Jim,False
5,9,2,"Guess what, everybody? Christmas has come early this year. Oscar, very smartly, has discovered an extra $4300 in the budget. Thank you, Oscar. And I have decided with that money I am going to buy a new, drum roll please... [imitates drum roll] Can anybody guess?",Michael,False
5,7,24,What?,Angela,False
3,21,14,Can we just get back to work?,Karen,False
5,21,18,Shut up!,Pam,False
3,2,23,[into phone] See you in a bit. Bye-bye. [to Dwight] May I have a moment of your time please?,Michael,False
8,2,8,Wow. Alright. Can't wait to meet her.,Jim,False
6,22,32,"Oh, my God. Look at how cheap street level rooms are. Am I the only person who enjoys people watching?",Michael,False
8,24,17,"Yeah, just keep your eye on Dwight, great.",Jim,False
7,7,38,"Michael, what am I supposed to tell my clients if they ask about you?",Phyllis,False
7,3,14,"Oh my gosh, that would be amazing.",Andy,False
5,4,39,500,Michael,False
2,8,45,I think because my name is before yours in alphabetical order. [coins dropping],Ryan,True
4,12,8,What about if we did an even newer voicemail message that had even more zing and pep?,Jim,False
7,17,27,That is. [Jim sees them and looks happy] It's gonna be awesome. I think you're really going to enjoy it down there.,Michael,False
9,4,1,What was that? That was just a normal video with you making vulgar noises.,Oscar,False
9,18,33,"Yes and I cheated on you with Dwight, it looks like they got it on film. I didn't tell you about it.",Angela,False
4,1,19,But...,Pam,False
1,6,5,"This is my conference room. So please, uh, make yourself at home. Whatever you need, I'm right on the other side of this wall. [knocks on wall]  used to be a window here. There's not anymore. So, that's where I will be.",Michael,False
1,1,31,"It's OK here, but people sometimes take advantage because it's so relaxed. I'm a volunteer Sheriff's Deputy on the weekends. And you cannot screw around there. That's sort of one of the rules.",Dwight,False
5,2,6,Jackpot.,Jim,False
7,23,29,"You're kidding me. [reaches under Kevin's jacket] Oh God, what am I touching? It's moist.",Dwight,False
9,15,23,I'm not gonna say it.,Dwight,False
5,23,11,There he is. There he is.  How was the trip up?,Charles,False
9,8,24,I could get us a complaint.,Pam,False
2,8,6,"Oh, wow, wow.  Alright, let's listen to that again. [plays Jan's message] 'Michael, it's Jan.  I guess I missed you'.",Michael,False
2,16,29,"[video dialogue for 'The Faces of Scranton'] Life moves a little slower in Scranton, Pennsylvania. And that's the way we like it. Because at Dunder Mifflin Scranton, we're not just in the paper business, we're in the people business. Let's meet some of the folks that make the Scranton branch so special. [video shows Stanley at desk] This is Stanley Hudson, one of our talented salesman. An African-American father of two, Stanley's dedication is no doubt one of the hallmark's of the foundation of the business we're hoping to build our bases on.",Michael,False
3,22,34,"Okay Pam, I have another little project for you.",Michael,False
7,15,34,Hi.,Holly,False
3,5,37,"Account...? Michael, what is going on?",Kevin,False
7,17,21,"Kevin, we know that you are just trying to save face, we know that you are hurt and embarrassed.",Michael,False
8,6,15,[Everyone angrily disagreeing]Smile'nod. Smile and nod.,Dwight,False
6,12,19,"Whoop! Okay, what?",Michael,False
9,14,38,[playing video game with Jim] Oh. Come on!,Darryl,False
5,22,19,We can't help you if you don't just tell us what happened.,Pam,False
8,7,18,"Hey, who's this Mike Tibbets guy? What kind of car does he drive?",Ryan,False
5,21,3,"I would like to invite you all to come away with me, on a journey. [nips mylar ribbon with hedge clippers, it won't cut, he tears it down] Welcome! To the Michael Scott Paper Company!",Michael,False
6,15,37,That's it. I think we should do it the Lethal Weapon way.,Jim,False
6,8,9,Oh my God I love it. [looks at camera and shakes head],Kelly,False
5,23,22,Of course not.,Michael,False
6,19,15,"We recently struck up a romantic relationship. And, um...  but we're kinda keeping it quiet for now 'cause it's still kind of a new thing. It's a little delicate, and we just don't want all the drama.",Andy,False
7,10,17,"Look at the huge offices Jim, check out that conference room.",Pam,False
9,14,22,No big deal.,Jim,False
6,3,20,Yeah.,Kevin,False
7,10,32,That wasn't what we were discu... That wasn't the whole...,Oscar,False
8,9,23,It's not that kind of ladle.,Oscar,False
6,9,34,"OK, so Corporate is still in their meeting.",Jim,False
3,21,20,You aren't curious?,Kevin,False
2,7,17,Of the FBI.,Pam,False
4,7,45,"I have made this spear, with which I will impale my dinner. And it couldn't come a moment too soon because I have been without food for a good three hours or so. I'm startin' to feel it a little bit. Ohh... It's Creed's birthday. [singing] Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.",Michael,False
8,19,17,Not much we can do about this until he gets here.,Robert,False
9,11,15,"[fumbling] Well, things between me and Clark are good, but not great. In fact, I will say that they're not even good. Really, they're bad. Like you and your son.",Dwight,False
5,17,32,"You can try. That, that might work.",Jim,False
8,1,38,"When I was a salesman I could just be like 'Not my job, not my prob. I'm going to the warehouse to polish my knob.' Metaphorically, of course. But now, it is my job and my prob.",Andy,False
2,11,40,I'll call you later.,Michael,True
6,24,9,Yeah.,Jo,False
5,18,11,That's great.,Charles,False
7,24,59,Okay.,Jim,False
8,21,10,Yes?,Nellie,False
3,23,38,Wrong.  Black.  It is the most dominant.  How do you make a table?,Dwight,False
7,23,15,"Or maybe there's a God. I don't know. I mean, it's just not a guy with a long white beard. [Erin looks shocked] Or it could be. I mean, it's possible that that is exactly what - what God is. But for all of the disbelief [phone rings] I believe in us. I believe in love. You have made me believe that for all of the hokum [phone continues ringing] out... there... uh, do we not have voicemail?",Gabe,False
2,4,37,Thanks you guys. I just need some alone time.,Dwight,False
2,21,33,"Well, it saves time, you know. 'Cause we could just meet in the parking lot every morning. Walk in together. Perfect.",Jim,False
5,19,45,"I'll bring your stuff home. Okay, bye.",Jim,False
3,1,5,"No, I mean he's attracted to other men.",Toby,False
5,18,1,I like it.,Michael,False
8,5,5,Kevin has a gorilla suit you could borrow.,Andy,False
7,11,50,"Okay, hey, hey, hey...",Dwight,False
7,5,30,"Oh, well then, yeah. All right. Hey! [knocking on wall] Good luck, guys. Seems like you got a great operation here.",Danny,False
7,21,13,I promise you that I will.,Andy,False
2,16,25,Did you?,Josh,False
5,25,7,Who else? Who else? Ryan?,Michael,False
6,4,76,"Hey Pam, did you see this? It was on You Tube.",Michael,False
2,16,56,"Dwight lives on a beet farm and he practices karate at the forth grade level. And he apparently has a girlfriend, so... I guess there really is someone for everybody.",Jim,False
6,19,51,Yeah!,Kevin,False
3,7,6,Pictures. Memories. [Picks up a framed photo of Stanley's daughter from Stanley's desk] Look at that. They grow up so fast.,Michael,False
9,22,56,Would you like to hold Phillip? [hands off Phillip] Yeah. That's Kevin.,Angela,False
8,1,10,"No, I told you I don't like that joke. It is a boy. We found out early.",Jim,False
6,16,59,Yeah.,Jim,False
6,17,36,"You're awake. Andy, this is my brother, Reid.",Erin,False
9,9,28,"In a head-to-head contest, people prefer belsnickel over santa every time. There aren't as many songs about him, but I attribute that more to rhyming difficulties. My brother and I wrote one once. it was about a fickle pickle salesman who would tickle you for a nickel.",Dwight,False
3,23,80,"Well, [clears throat] I've actually done a lot of thinking about that.  And in ten years, I am living in a big house, with my kids.  And in this house we have screens on the walls that have famous art on them and I have a remote that works everything, that has like a belt-loop attachment, or in my ear, like a gluetooth.  And, because it's the future, I can take just a little tiny pill and get all my vitamins for the whole day.",Michael,False
8,10,45,Cake?...You seem a little down.,Meredith,False
2,9,2,The IT tech guy and me did not get off to a great start.,Michael,False
5,24,31,"Ho-ho, man!  Wow. [in a high-pitched voice] Honey!  I want you to bring the garbage out.  'Cause I'm not going to have sex with you unless you bring out the garba--",Michael,False
8,2,20,"[on the phone]I can have it to you by the beginning of next week.  Alright? Thanks very much. [hangs up] Uh, Phyllis! Bracken Auto?",Jim,False
9,6,39,"David, is that you?",Dwight,False
3,10,27,She would get this little foam mustache...,Michael,False
4,1,55,"You're doing great Michael, look at you go!",Oscar,False
8,10,8,"I just wanna say, this is not my fault. OK? The weak always bully the strong. Contrary to what you see in the media. I am always acting in self-defense. Occasionally preemptive self-defense. [punches Jim in the arm]",Dwight,False
6,16,14,"[ as Pam shakes her head] Nope, nope, I don't think anybody wants to see that.",Michael,False
3,21,12,"Yes. Thank you. That was not necessary, but I appreciated it. And I proves my point. Women can do anything.",Michael,False
6,6,9,Great.,Pam,False
2,21,20,"[looking through papers in the complaint box] This is from Kevin. He says Stanley uses his Miracle Whip without asking. Meredith complains that everyone talks too loud in the morning and the lights are too bright. Creed... huh. Duh, duh. Creed is sick of looking at the redhead all day and wants a seat facing the receptionist.",Michael,False
3,8,63,Okay.,Jim,False
2,4,66,I should put you in touch with him. Maybe we could get together and work on that account.,Stanley,True
9,3,37,Dwight's grandfather was a'[is interrupted by Dwight].,Andy,False
7,3,38,Thank you.,Erin,False
2,14,56,"[voicemail message for Jim] Calling from my cell phone.  I don't know if you guys figured out who did that to Michael's carpet yet, but I have a theory that involves an inter-departmental conspiracy.  Everybody in the office.  We need to talk.",Pam,False
5,2,29,What are we gonna do?,Meredith,False
2,2,49,"We're not dating, I'm engaged.",Pam,True
7,15,28,"Okay, this is much worse than before.",Oscar,False
8,5,6,"Look, I stayed up all night and I watched that gd wedding, and then I came to work and I made everyone else watch it all day. Meredith wasn't even here.",Kelly,False
6,15,18,Yeah!,Jim,False
3,18,14,Mm-hmm.,Ryan,False
2,18,29,No! I will... go.,Ryan,False
8,20,20,"I am gay, and I prefer men.",Andy,False
4,8,25,I will allow it.,Michael,False
3,9,6,"Sure. Let's protect the convicts. At the expense of the general feeling of safety in the workplace. As a 90-pound female that sits in an ill-lit, rarely-visited corner of the office, naturally I agree with that.",Angela,False
2,1,65,Do you want me to find out what it says?,Michael,True
6,20,25,"Andy, she's not the easiest person in the world to have a conversation with. All right? And besides, who doesn't tell their girlfriend that they were engaged to someone who works four feet away from them? That's like.. that's like Mr. and Mrs. Smith crap.",Michael,False
7,21,35,I'm not attracted to Kevin.,Erin,False
5,14,15,[yelling] That's how much you and I contributed! I... Damn it Jim!,Dwight,False
8,13,20,"I know what I said. Jim, you're in deep doo-doo. Do you understand? I have one thing to say to you, and I'm going to say it in front of this whole office. Look me in the eye. [gives Jim a limp slap]",Andy,False
5,19,45,Okay.  It's going to be great.,Michael,False
4,11,8,"Hey man, you mind if I run something by you?",Jim,False
1,5,51,"I'm in. I'm in. Here we go. [Lonny gets around Michael to score and he ends up in front of Phyllis] Zone, Phyllis! We're playing zone!",Michael,True
6,22,36,I need to have her tell me herself. Right?,Michael,False
3,10,25,"No. Benihana. Much classier. But don't worry, the babes are totally hot, too. [do a fist bump and explosion]",Andy,False
2,9,45,"What's going on, Michael.  Talk to me.",Dwight,True
2,18,32,[employees chuckle] And he,Dwight,False
9,9,14,No. I don't want my name attached to this party.,Angela,False
5,9,23,"This is so, so stupid. And, God... [looks at his watch] that's my phone.",Michael,False
4,4,26,These meetings are useless.,Michael,False
3,17,9,"Talk to you later, Jan.",Dwight,False
5,3,10,"[banging on the glass] Hey, hey.  What are you doing?  Don't talk to them.",Michael,False
1,6,47,Do you like The Hives?,Ryan,True
6,16,36,This is happening!,Pam,False
9,19,16,I wanted to talk to you about your divorce.,Jim,False
3,18,44,"No.  You gonna play it like this?  You give me a good raise, or no more sex. [Toby begins to write] [to Toby] What are you writing, perv-ball?",Michael,False
2,3,58,"Oh, okay. Oh, do... that's what the tape is for. I didn't know.",Jim,True
3,11,13,Yikes.,Jim,False
6,11,1,You can't be a baby in the office.  It makes me look like I hire babies.,Michael,False
5,7,26,It's totally unrealistic.  There are no lines in the parking lot.,Dwight,False
4,9,16,"Fine, whatever you want, just like always, whatever you want.",Jan,False
4,7,4,"Michael wasn't invited on Ryan's camping trip. Toby went, but Michael didn't go. He wasn't invited.",Phyllis,False
4,10,33,"Pam, I'm not gonna tell you. Hate to break it to you, but that's not how that works.",Jim,False
3,6,21,I wish some of us still had our shoes on.,Angela,False
5,8,24,Do you want to hear a lie?,Michael,False
6,3,6,Michael...,Jim,False
4,10,48,Okay.,Jim,False
2,16,24,"No, not like a ham. It's about doing something, so that the person knows that you really care about her.",Pam,False
6,24,13,"I, I didn't know. I didn't do that!",Andy,False
8,7,6,Uh you tell me [Kevin playing drums with chicken legs],Andy,False
4,2,27,Hey.,Jan,False
2,5,3,"Um, Pam, I have to let somebody go today. This is, uh, the hardest thing I've ever had to do.",Michael,False
6,4,8,No. This is a fire cracker free wedding.,Jim,False
7,21,26,"No! I'm not cleaning up a bunch of uneaten cupcake bottoms! You know, we don't really care about your opinion. You're just a tie-breaker.",Angela,False
3,23,72,"So I'm back.  And I am never, ever going to leave.  I am going nowhere.  This place... is like... the hospital where I was born, my house, my old age home, and my... graveyard... for my bones.",Michael,False
2,2,33,"Well, that... that's true in a way. You can't say anything.",Jan,False
3,20,32,"I want to take out an ad, in your yearbook.  A full page, two words---",Andy,False
8,16,31,"If Jim has bedbugs, that means they're everywhere. I can't risk them coming back to Schrute Farms. Our biggest attraction is our 200 year old mattresses.",Dwight,False
